startip,endip,country,carrier
22445568,22462719,陕西省西安市,电信
22462720,22465535,陕西省渭南市,电信
22465536,22495231,陕西省西安市,电信
22495232,22527999,陕西省榆林市,电信
22528000,22536703,陕西省西安市,电信
22536704,22536959,陕西省西安市周至县,电信
22536960,22544383,陕西省西安市,电信
22544384,22806527,北京市,歌华有线
22806528,22872063,北京市,电信通
22872064,22872064,北京市,电信通酒仙桥数据中心
22872065,22872065,北京市,电信通酒仙桥数据中心(出口路由)
22872066,22937599,北京市,电信通酒仙桥数据中心
22937600,23068671,北京市,北京宽带通电信技术有限公司
23068672,24117247,韩国,CZ88.NET
24117248,24379391,日本,东京都港区虎ノ門eAccess有限公司
24379392,24641535,北京市,中电华通
24641536,27262975,澳大利亚,CZ88.NET
27262976,28311551,台湾省,台北市中华电信
28311552,28442623,韩国,CZ88.NET
28442624,28540927,澳大利亚,CZ88.NET
28540928,28573695,泰国,CZ88.NET
28573696,28581887,内蒙古呼和浩特市,电信
28581888,28590079,内蒙古包头市,电信
28590080,28596223,内蒙古鄂尔多斯市,电信
28596224,28598271,内蒙古,电信
28598272,28602367,内蒙古呼伦贝尔市,电信
28602368,28606463,内蒙古赤峰市,电信
28606464,28610559,内蒙古乌海市,电信
28610560,28612607,内蒙古巴彦淖尔市,电信
28612608,28614655,内蒙古,电信
28614656,28616703,内蒙古乌兰察布市,电信
28616704,28618751,内蒙古,电信
28618752,28622847,内蒙古通辽市,电信
28622848,28628991,内蒙古,电信
28628992,28633087,内蒙古锡林郭勒盟,电信
28633088,28635135,内蒙古,电信
28635136,28639231,内蒙古通辽市,电信
28639232,28671999,内蒙古包头市,电信
28672000,28684287,内蒙古赤峰市,电信
28684288,28684543,内蒙古赤峰市宁城县,电信
28684544,28684799,内蒙古赤峰市,电信
28684800,28685055,内蒙古赤峰市喀喇沁旗,电信
28685056,28686591,内蒙古赤峰市,电信
28686592,28686847,内蒙古赤峰市喀喇沁旗,电信
28686848,28687103,内蒙古赤峰市,电信
28687104,28687359,内蒙古赤峰市喀喇沁旗,电信
28687360,28688127,内蒙古赤峰市,电信
28688128,28688383,内蒙古赤峰市喀喇沁旗,电信
28688384,28692479,内蒙古通辽市,电信
28692480,28692735,内蒙古通辽市开鲁县,电信
28692736,28693503,内蒙古通辽市,电信
28693504,28693759,内蒙古通辽市开鲁县,电信
28693760,28704767,内蒙古通辽市,电信
28704768,28708351,内蒙古呼和浩特市,电信
28708352,28708607,内蒙古呼和浩特市回民区,电信
28708608,28712959,内蒙古呼和浩特市,电信
28712960,28721151,内蒙古包头市,电信
28721152,28722943,内蒙古巴彦淖尔市,电信
28722944,28723199,内蒙古巴彦淖尔市五原县,电信
28723200,28734719,内蒙古巴彦淖尔市,电信
28734720,28734975,内蒙古赤峰市敖汉旗,电信
28734976,28737535,内蒙古巴彦淖尔市,电信
28737536,28739583,内蒙古鄂尔多斯市,电信
28739584,28739839,内蒙古鄂尔多斯市东胜区,电信
28739840,28747007,内蒙古鄂尔多斯市,电信
28747008,28747263,内蒙古乌兰察布市四子王旗,电信
28747264,28748543,内蒙古乌兰察布市,电信
28748544,28748799,内蒙古乌兰察布市凉城县,电信
28748800,28753919,内蒙古鄂尔多斯市,电信
28753920,28770303,内蒙古呼和浩特市,电信
28770304,28775423,内蒙古,电信
28775424,28775679,内蒙古赤峰市,电信
28775680,28778495,内蒙古,电信
28778496,28786687,内蒙古包头市,电信
28786688,28794879,内蒙古,电信
28794880,28795135,内蒙古呼伦贝尔市满洲里市,电信
28795136,28807935,内蒙古,电信
28807936,28808191,内蒙古乌海市,电信
28808192,28813055,内蒙古,电信
28813056,28813311,内蒙古锡林郭勒盟二连浩特市,电信
28813312,28817151,内蒙古,电信
28817152,28817407,内蒙古赤峰市阿鲁科尔沁旗,电信
28817408,28818687,内蒙古,电信
28818688,28818943,内蒙古通辽市扎鲁特旗,电信
28818944,28819455,内蒙古通辽市,电信
28819456,28835839,内蒙古包头市,电信
28835840,28868607,广东省广州市,暨南大学
28868608,28901375,广东省广州市,教育网
28901376,28925951,广西南宁市,广西大学
28925952,28950527,广东省广州市,教育网
28950528,28966911,广西桂林市,广西师范大学
28966912,29097983,印度,CZ88.NET
29097984,29104127,黑龙江省黑河市,联通
29104128,29104383,黑龙江省黑河市北安市,联通
29104384,29106175,黑龙江省黑河市,联通
29106176,29106431,黑龙江省双鸭山市,联通
29106432,29106687,黑龙江省双鸭山市友谊县,联通
29106688,29111551,黑龙江省双鸭山市,联通
29111552,29111807,黑龙江省双鸭山市宝山区,联通
29111808,29113343,黑龙江省双鸭山市,联通
29113344,29113599,黑龙江省双鸭山市集贤县,联通
29113600,29114367,黑龙江省,联通
29114368,29118719,黑龙江省佳木斯市,联通
29118720,29118975,黑龙江省佳木斯市抚远县,联通
29118976,29119231,黑龙江省佳木斯市,联通
29119232,29119487,黑龙江省佳木斯市桦川县,联通
29119488,29130751,黑龙江省佳木斯市,联通
29130752,29131007,黑龙江省牡丹江市,联通
29131008,29131263,黑龙江省牡丹江市穆棱市,联通
29131264,29132543,黑龙江省牡丹江市,联通
29132544,29132799,黑龙江省牡丹江市林口县,联通
29132800,29160703,黑龙江省牡丹江市,联通
29160704,29160959,黑龙江省牡丹江市海林市,联通
29160960,29163519,黑龙江省牡丹江市,联通
29163520,29166335,黑龙江省哈尔滨市,联通
29166336,29166591,黑龙江省哈尔滨市巴彦县,联通
29166592,29169663,黑龙江省哈尔滨市,联通
29169664,29169919,黑龙江省哈尔滨市通河县,联通
29169920,29171455,黑龙江省哈尔滨市,联通
29171456,29171967,黑龙江省哈尔滨市双城区,联通
29171968,29172223,黑龙江省哈尔滨市,联通
29172224,29172479,黑龙江省哈尔滨市宾县,联通
29172480,29183999,黑龙江省哈尔滨市,联通
29184000,29184255,黑龙江省哈尔滨市双城区,联通
29184256,29190143,黑龙江省哈尔滨市,联通
29190144,29190655,黑龙江省哈尔滨市双城区,联通
29190656,29191423,黑龙江省哈尔滨市,联通
29191424,29191679,黑龙江省哈尔滨市宾县,联通
29191680,29196287,黑龙江省哈尔滨市,联通
29196288,29229055,黑龙江省,联通
29229056,29233151,黑龙江省大庆市,联通
29233152,29233407,黑龙江省大庆市肇源县,联通
29233408,29234687,黑龙江省大庆市,联通
29234688,29234943,黑龙江省大庆市肇州县,联通
29234944,29236991,黑龙江省大庆市,联通
29236992,29237247,黑龙江省大庆市肇源县,联通
29237248,29265151,黑龙江省哈尔滨市,联通
29265152,29265407,黑龙江省哈尔滨市宾县,联通
29265408,29268991,黑龙江省哈尔滨市,联通
29268992,29269247,黑龙江省哈尔滨市五常市,联通
29269248,29273087,黑龙江省哈尔滨市,联通
29273088,29273343,黑龙江省哈尔滨市双城区,联通
29273344,29281791,黑龙江省哈尔滨市,联通
29281792,29282047,黑龙江省哈尔滨市双城区,联通
29282048,29293567,黑龙江省哈尔滨市,联通
29293568,29293823,黑龙江省哈尔滨市双城区,联通
29293824,29294591,黑龙江省哈尔滨市,联通
29294592,29296639,黑龙江省齐齐哈尔市,联通
29296640,29296895,黑龙江省齐齐哈尔市龙江县,联通
29296896,29302783,黑龙江省齐齐哈尔市,联通
29302784,29307903,黑龙江省,联通
29307904,29308159,黑龙江省绥化市海伦市,联通
29308160,29310463,黑龙江省绥化市,联通
29310464,29310719,黑龙江省绥化市肇东市,联通
29310720,29310975,黑龙江省,联通
29310976,29327359,黑龙江省大庆市,联通
29327360,29343743,黑龙江省双鸭山市,联通
29343744,29350399,黑龙江省黑河市,联通
29350400,29350655,黑龙江省大兴安岭地区漠河县,联通
29350656,29360127,黑龙江省黑河市,联通
29360128,29400319,河南省郑州市,电信
29400320,29400575,河南省郑州市登封市,电信
29400576,29411071,河南省郑州市,电信
29411072,29411327,河南省郑州市荥阳县,电信
29411328,29412351,河南省郑州市,电信
29412352,29412607,河南省郑州市荥阳市,电信
29412608,29442047,河南省郑州市,电信
29442048,29455103,河南省开封市,电信
29455104,29455359,河南省开封市尉氏县,电信
29455360,29458431,河南省开封市,电信
29458432,29488383,河南省洛阳市,电信
29488384,29488639,河南省洛阳市西工区,电信
29488640,29491199,河南省洛阳市,电信
29491200,29498367,河南省平顶山市,电信
29498368,29498623,河南省平顶山市新华区,电信
29498624,29500671,河南省平顶山市,电信
29500672,29500927,河南省平顶山市新华区,电信
29500928,29515775,河南省平顶山市,电信
29515776,29518847,河南省周口市,电信
29518848,29519103,河南省周口市郸城县,电信
29519104,29519871,河南省周口市,电信
29519872,29523967,河南省驻马店市,电信
29523968,29525759,河南省开封市,电信
29525760,29526015,河南省开封市通许县,电信
29526016,29529855,河南省开封市,电信
29529856,29530111,河南省开封市杞县,电信
29530112,29536255,河南省开封市,电信
29536256,29536511,河南省开封市杞县,电信
29536512,29537535,河南省开封市,电信
29537536,29537791,河南省开封市兰考县,电信
29537792,29540351,河南省开封市,电信
29540352,29551615,河南省安阳市,电信
29551616,29551871,河南省安阳市汤阴县,电信
29551872,29552383,河南省安阳市,电信
29552384,29552639,河南省安阳市汤阴县,电信
29552640,29555455,河南省安阳市,电信
29555456,29555711,河南省安阳市汤阴县,电信
29555712,29556223,河南省安阳市,电信
29556224,29556735,河南省安阳市汤阴县,电信
29556736,29564671,河南省新乡市,电信
29564672,29564927,河南省新乡市原阳县,电信
29564928,29569791,河南省新乡市,电信
29569792,29570047,河南省新乡市长垣县,电信
29570048,29573119,河南省新乡市,电信
29573120,29575935,河南省焦作市,电信
29575936,29576191,河南省焦作市沁阳县,电信
29576192,29582335,河南省焦作市,电信
29582336,29582591,河南省焦作市山阳区,电信
29582592,29582847,河南省焦作市,电信
29582848,29583103,河南省焦作市博爱县,电信
29583104,29585151,河南省焦作市,电信
29585152,29585407,河南省三门峡市,电信
29585408,29589503,河南省焦作市,电信
29589504,29589759,河南省濮阳市,电信
29589760,29590015,河南省濮阳市清丰县,电信
29590016,29602047,河南省濮阳市,电信
29602048,29603071,河南省濮阳市清丰县,电信
29603072,29605887,河南省濮阳市,电信
29605888,29606143,河南省三门峡市卢氏县,电信
29606144,29608447,河南省三门峡市,电信
29608448,29608703,河南省三门峡市卢氏县,电信
29608704,29622271,河南省三门峡市,电信
29622272,29630463,河南省许昌市,电信
29630464,29632767,河南省三门峡市,电信
29632768,29633023,河南省三门峡市渑池县,电信
29633024,29634559,河南省三门峡市,电信
29634560,29638655,河南省新乡市,电信
29638656,29642239,河南省商丘市,电信
29642240,29642495,河南省商丘市睢县,电信
29642496,29653503,河南省商丘市,电信
29653504,29655039,河南省开封市,电信
29655040,29655551,河南省南阳市,电信
29655552,29655807,河南省南阳市邓州市,电信
29655808,29656575,河南省南阳市,电信
29656576,29656831,河南省南阳市方城县,电信
29656832,29657087,河南省南阳市镇平县,电信
29657088,29657855,河南省南阳市,电信
29657856,29658111,河南省南阳市邓州市,电信
29658112,29663231,河南省南阳市,电信
29663232,29663487,河南省洛阳市孟津县,电信
29663488,29670143,河南省洛阳市,电信
29670144,29670399,河南省洛阳市栾川县,电信
29670400,29671167,河南省洛阳市,电信
29671168,29671423,河南省洛阳市栾川县,电信
29671424,29672959,河南省信阳市,电信
29672960,29673215,河南省信阳市光山县,电信
29673216,29674751,河南省信阳市,电信
29674752,29675007,河南省信阳市商城县,电信
29675008,29677055,河南省信阳市,电信
29677056,29677311,河南省信阳市光山县,电信
29677312,29679615,河南省信阳市,电信
29679616,29679871,河南省信阳市潢川县,电信
29679872,29680639,河南省信阳市,电信
29680640,29680895,河南省信阳市商城县,电信
29680896,29681663,河南省信阳市,电信
29681664,29681919,河南省信阳市息县,电信
29681920,29682943,河南省信阳市,电信
29682944,29683199,河南省信阳市固始县,电信
29683200,29684223,河南省信阳市,电信
29684224,29684479,河南省信阳市潢川县,电信
29684480,29687807,河南省信阳市,电信
29687808,29688319,河南省鹤壁市,电信
29688320,29688575,河南省鹤壁市浚县,电信
29688576,29695999,河南省鹤壁市,电信
29696000,29704191,河南省漯河市,电信
29704192,29704447,河南省周口市,电信
29704448,29704703,河南省周口市郸城县,电信
29704704,29705471,河南省周口市,电信
29705472,29705727,河南省周口市郸城县,电信
29705728,29706239,河南省周口市,电信
29706240,29706495,河南省周口市鹿邑县,电信
29706496,29706751,河南省周口市商水县,电信
29706752,29708543,河南省周口市,电信
29708544,29708799,河南省周口市郸城县,电信
29708800,29709055,河南省周口市,电信
29709056,29709311,河南省周口市郸城县,电信
29709312,29709567,河南省周口市,电信
29709568,29710079,河南省周口市郸城县,电信
29710080,29712383,河南省周口市,电信
29712384,29718527,河南省驻马店市,电信
29718528,29718783,河南省驻马店市正阳县,电信
29718784,29720575,河南省驻马店市,电信
29720576,29728767,河南省许昌市,电信
29728768,29731071,河南省南阳市,电信
29731072,29731327,河南省南阳市新野县,电信
29731328,29734911,河南省南阳市,电信
29734912,29735167,河南省南阳市西峡县,电信
29735168,29736959,河南省南阳市,电信
29736960,29739775,河南省济源市,电信
29739776,29741055,河南省焦作市,电信
29741056,29741311,河南省安阳市,电信
29741312,29741567,河南省安阳市滑县,电信
29741568,29742079,河南省安阳市,电信
29742080,29742335,河南省安阳市滑县,电信
29742336,29743359,河南省安阳市,电信
29743360,29743615,河南省安阳市滑县,电信
29743616,29744383,河南省安阳市,电信
29744384,29744639,河南省安阳市滑县,电信
29744640,29745151,河南省安阳市,电信
29745152,29745407,河南省周口市商水县,电信
29745408,29747199,河南省周口市,电信
29747200,29747455,河南省周口市淮阳县,电信
29747456,29748991,河南省周口市,电信
29748992,29749247,河南省周口市扶沟县,电信
29749248,29753343,河南省漯河市,电信
29753344,29818879,河南省郑州市,电信
29818880,29819135,河南省周口市沈丘县,电信
29819136,29822719,河南省周口市,电信
29822720,29822975,河南省周口市郸城县,电信
29822976,29825023,河南省焦作市,电信
29825024,29825279,河南省新乡市,电信
29825280,29825535,河南省焦作市,电信
29825536,29825791,河南省济源市,电信
29825792,29827071,河南省焦作市,电信
29827072,29831167,河南省漯河市,电信
29831168,29831679,河南省安阳市,电信
29831680,29831935,河南省安阳市内黄县,电信
29831936,29835263,河南省安阳市,电信
29835264,29841407,河南省郑州市,电信
29841408,29843455,河南省,电信
29843456,29844223,河南省新乡市,电信
29844224,29844479,河南省新乡市原阳县,电信
29844480,29851391,河南省新乡市,电信
29851392,29851647,河南省新乡市延津县,电信
29851648,29852159,河南省驻马店市确山县,电信
29852160,29852927,河南省驻马店市,电信
29852928,29853183,河南省驻马店市泌阳县,电信
29853184,29855231,河南省驻马店市,电信
29855232,29855487,河南省驻马店市西平县,电信
29855488,29855743,河南省驻马店市,电信
29855744,29855999,河南省驻马店市西平县,电信
29856000,29856511,河南省驻马店市,电信
29856512,29857023,河南省驻马店市西平县,电信
29857024,29858303,河南省驻马店市,电信
29858304,29858559,河南省驻马店市泌阳县,电信
29858560,29858815,河南省驻马店市,电信
29858816,29859327,河南省驻马店市新蔡县,电信
29859328,29859839,河南省驻马店市,电信
29859840,29860095,河南省三门峡市卢氏县,电信
29860096,29860351,河南省三门峡市,电信
29860352,29860607,河南省三门峡市灵宝市,电信
29860608,29861375,河南省三门峡市,电信
29861376,29861631,河南省三门峡市灵宝市,电信
29861632,29868031,河南省三门峡市,电信
29868032,29879295,河南省洛阳市,电信
29879296,29879551,河南省洛阳市栾川县,电信
29879552,29881855,河南省洛阳市,电信
29881856,29882111,河南省洛阳市栾川县,电信
29882112,29882623,河南省洛阳市,电信
29882624,29882879,河南省洛阳市嵩县,电信
29882880,29883903,河南省洛阳市,电信
29883904,29884159,河南省洛阳市栾川县,电信
29884160,29884415,河南省洛阳市,电信
29884416,29949951,台湾省,CZ88.NET
29949952,30015487,韩国,CZ88.NET
30015488,30037378,北京市,电信
30037379,30037379,北京市,首都机场WIFI
30037380,30038015,北京市,电信
30038016,30038271,北京市门头沟区,电信
30038272,30045695,北京市,电信
30045696,30045951,北京市朝阳区,电信
30045952,30062656,北京市,电信
30062657,30062657,北京市东城区,杭州银行股份有限公司北京分行(朝阳门北大街3号第五广场大厦A座)
30062658,30079493,北京市,电信
30079494,30079494,北京市,电信节点
30079495,30080828,北京市,电信
30080829,30080829,北京市,电信节点
30080830,30146559,北京市,电信
30146560,30148351,贵州省贵阳市,电信
30148352,30148607,贵州省贵阳市小河区,电信
30148608,30171135,贵州省贵阳市,电信
30171136,30178047,贵州省贵阳市小河区,电信
30178048,30189567,贵州省贵阳市,电信
30189568,30189823,贵州省贵阳市修文县,电信
30189824,30190618,贵州省贵阳市,电信
30190619,30190619,贵州省贵阳市南明区,如家酒店(枣山路店)
30190620,30207999,贵州省贵阳市,电信
30208000,30210559,贵州省贵阳市云岩区,电信
30210560,30212095,贵州省贵阳市,电信
30212096,30218751,贵州省遵义市,电信
30218752,30219007,贵州省遵义市习水县,电信
30219008,30222847,贵州省遵义市,电信
30222848,30223103,贵州省遵义市道真县,电信
30223104,30232575,贵州省遵义市,电信
30232576,30232831,贵州省遵义市红花岗区,电信
30232832,30249983,贵州省遵义市,电信
30249984,30250239,贵州省遵义市桐梓县,电信
30250240,30250495,贵州省遵义市,电信
30250496,30250751,贵州省遵义市桐梓县,电信
30250752,30253567,贵州省遵义市,电信
30253568,30253823,贵州省遵义市红花岗区,电信
30253824,30254335,贵州省遵义市,电信
30254336,30254591,贵州省遵义市红花岗区,电信
30254592,30255871,贵州省遵义市,电信
30255872,30256127,贵州省遵义市红花岗区,电信
30256128,30256639,贵州省遵义市,电信
30256640,30256895,贵州省遵义市红花岗区,电信
30256896,30259199,贵州省遵义市,电信
30259200,30259455,贵州省遵义市遵义县,电信
30259456,30259967,贵州省遵义市,电信
30259968,30260223,贵州省遵义市红花岗区,电信
30260224,30260991,贵州省遵义市,电信
30260992,30261247,贵州省遵义市红花岗区,电信
30261248,30264319,贵州省毕节地区,电信
30264320,30264575,贵州省毕节地区大方县,电信
30264576,30264831,贵州省毕节地区,电信
30264832,30265087,贵州省毕节地区大方县,电信
30265088,30269439,贵州省毕节地区,电信
30269440,30270207,贵州省毕节地区纳雍县,电信
30270208,30271999,贵州省毕节地区,电信
30272000,30272255,贵州省毕节地区大方县,电信
30272256,30274047,贵州省毕节地区,电信
30274048,30274559,贵州省毕节地区威宁县,电信
30274560,30277631,贵州省毕节地区,电信
30277632,30278143,贵州省六盘水市,电信
30278144,30278399,贵州省六盘水市水城县,电信
30278400,30280191,贵州省六盘水市,电信
30280192,30280447,贵州省六盘水市水城县,电信
30280448,30285311,贵州省六盘水市,电信
30285312,30285567,贵州省六盘水市水城县,电信
30285568,30294015,贵州省六盘水市,电信
30294016,30295807,贵州省黔西南州,电信
30295808,30302207,贵州省黔西南州兴义市,电信
30302208,30305791,贵州省黔西南州,电信
30305792,30306047,贵州省黔西南州兴义市,电信
30306048,30310399,贵州省黔西南州,电信
30310400,30311423,贵州省六盘水市,电信
30311424,30311679,贵州省黔南州瓮安县,电信
30311680,30318847,贵州省黔南州,电信
30318848,30319103,贵州省黔南州贵定县,电信
30319104,30322175,贵州省黔南州,电信
